Query,Confirmed_Match,WildID_Rank,WildID_Score,MiewID_Rank,MiewID_Similarity
A08_18_09_M_roh_BELLY.jpg,A08_15_05_M_roh_BELLY.jpg,1,0.107413,10.0,0.5911476612091064
A08_18_10_W_roh_BELLY.jpg,A08_12_15_W_roh_BELLY.jpg,1,0.160717,2.0,0.702617883682251
A08_18_12_W_roh_BELLY.jpg,A08_15_21_M_roh_BELLY.jpg,1,0.24286,5.0,0.6232507824897766
A08_18_17_W_roh_BELLY.jpg,A08_15_14_W_roh_BELLY.jpg,2,0.031823,1.0,0.6622421145439148
A08_18_22_W_roh_BELLY.jpg,A08_15_04_M_roh_BELLY.jpg,1,0.560702,2.0,0.6742253303527832
IMG-20250607-WA0003_BELLY.jpg,A06_17_02_W__roh_BELLY.jpg,1,0.088032,4.0,0.7652192711830139
IMG-20250607-WA0006_BELLY.jpg,IMG-20250607-WA0003_BELLY.jpg,1,0.62112,1.0,0.9524051547050476
IMG-20250607-WA0007_BELLY.jpg,A08_17_17_W_roh_BELLY.jpg,1,0.11521,20.0,0.6150175333023071
IMG-20250626-WA0004_BELLY.jpg,IMG-20250626-WA0002_BELLY.jpg,1,0.543479,1.0,0.9180695414543152
IMG-20250626-WA0006_BELLY.jpg,IMG-20250626-WA0003_BELLY.jpg,1,0.46512,10.0,0.4559887051582336
IMG-20250626-WA0011_BELLY.jpg,IMG-20250626-WA0009_BELLY.jpg,1,0.564973,1.0,0.9115745425224304
IMG-20250626-WA0014_BELLY.jpg,A06_08_04_W_roh_BELLY.jpg,1,0.010501,,
IMG-20250626-WA0015_BELLY.jpg,IMG-20250626-WA0014_BELLY.jpg,1,0.139669,1.0,0.8556045889854431
IMG-20250626-WA0020_BELLY.jpg,IMG-20250626-WA0016_BELLY.jpg,1,0.763361,1.0,0.970828413963318
IMG-20250626-WA0025_BELLY.jpg,IMG-20250626-WA0024_BELLY.jpg,1,0.350878,1.0,0.8851736187934875
IMG-20250717-WA0013_BELLY.jpg,A01_08_01_W_roh_BELLY.jpg,1,0.237531,,
IMG-20250829-WA0013_BELLY.jpg,IMG-20250717-WA0017_BELLY.jpg,1,0.061051,3.0,0.6348958611488342
IMG-20250910-WA0015_BELLY.jpg,IMG-20250829-WA0020_BELLY.jpg,1,0.174827,1.0,0.6139764785766602
IMG-20250910-WA0016_BELLY.jpg,IMG-20250829-WA0015_BELLY.jpg,1,0.192683,1.0,0.7220690846443176
IMG-20250910-WA0025_BELLY.jpg,IMG-20250910-WA0014_BELLY.jpg,1,0.574713,1.0,0.9341251850128174
IMG-20250910-WA0027_BELLY.jpg,A05_12_03_W_roh_BELLY.jpg,1,0.011043,3.0,0.8042035102844238
IMG-20250910-WA0029_BELLY.jpg,IMG-20250910-WA0022_BELLY.jpg,1,0.416667,1.0,0.9443472623825072
IMG-20250910-WA0030_BELLY.jpg,IMG-20250910-WA0027_BELLY.jpg,1,0.621122,1.0,0.951040506362915
IMG-20250919-WA0009_BELLY.jpg,IMG-20250910-WA0029_BELLY.jpg,1,0.129871,2.0,0.8224995136260986
IMG-20250919-WA0014_BELLY.jpg,IMG-20250919-WA0011_BELLY.jpg,1,0.194177,1.0,0.8985656499862671
IMG-20250919-WA0020_BELLY.jpg,IMG-20250919-WA0019_BELLY.jpg,1,0.588239,1.0,0.8955453634262085
IMG_20250515_121011_BELLY.jpg,IMG-20250910-WA0017_BELLY.jpg,1,0.121655,1.0,0.7182929515838623
IMG_20250717_104317_BELLY.jpg,A06_17_01_M_roh_-_Kopie_BELLY.jpg,1,0.076453,,
IMG_20250717_104525_BELLY.jpg,A01_05_03_W_roh_BELLY.jpg,1,0.309602,1.0,0.8380411863327026
IMG_20250717_104652_BELLY.jpg,A06_08_04_W_roh_BELLY.jpg,1,0.156991,,
IMG_20250717_105046_BELLY.jpg,A06_17_04_W_roh_BELLY.jpg,1,0.187268,1.0,0.8064926862716675
IMG_20250717_110833_BELLY.jpg,IMG-20250910-WA0064_BELLY.jpg,1,0.358427,1.0,0.8486295938491821
IMG_20250717_111215_BELLY.jpg,IMG-20250910-WA0062_BELLY.jpg,1,0.149256,2.0,0.7151614427566528
IMG_20250717_111516_BELLY.jpg,A08_18_18_W_roh_BELLY.jpg,8,0.001508,16.0,0.5921018719673157
IMG_20250717_111635_BELLY.jpg,IMG-20250919-WA0011_BELLY.jpg,1,0.09597,1.0,0.8441920280456543
IMG_20250717_113633_BELLY.jpg,A08_18_01_M_roh_BELLY.jpg,1,0.014004,1.0,0.7391597032546997
IMG_20250717_123430_BELLY.jpg,IMG-20250910-WA0029_BELLY.jpg,1,0.152673,2.0,0.7982277870178223
IMG_20250807_104159_BELLY.jpg,IMG-20250626-WA0025_BELLY.jpg,1,0.190844,2.0,0.7717223167419434
IMG_20250807_104343_BELLY.jpg,IMG_20250717_113156_BELLY.jpg,1,0.39841,1.0,0.8250698447227478
IMG_20250807_105820_BELLY.jpg,A07_08_04_M_roh_BELLY.jpg,1,0.035002,18.0,0.5639495253562927
IMG_20250807_110659_BELLY.jpg,IMG-20250626-WA0013_BELLY.jpg,1,0.222227,1.0,0.8502395153045654
